key,title,year,journal,authors,abstract,doi,keywords
398100137,"Influence of lactic acid bacteria, cellulase, cellulase-producing Bacillus pumilus and their combinations on alfalfa silage quality",2018,Journal of Integrative Agriculture,"LI, Dong-xia and NI, Kui-kui and ZHANG, Ying-chao and LIN, Yan-li and YANG, Fu-yu","This study assessed the effects of lactic acid bacteria (LAB), cellulase, cellulase-producing Bacillus pumilus and their combinations on the fermentation characteristics, chemical composition, bacterial community and in vitro digestibility of alfalfa silage. A completely randomized design involving a 8 (silage additives)Ã—3 or 2 (silage days) factorial arrangement of treatments was adopted in the present study. The 8 silage additive treatments were: untreated alfalfa (control); two commercial additives (GFJ and Chikuso-1); an originally selected LAB (Lactobacillus plantarum a214) isolated from alfalfa silage; a cellulase-producing Bacillus (CB) isolated from fresh alfalfa; cellulase (C); and the combined additives (a214+C and a214+CB). Silage fermentation characteristics, chemical composition and microorganism populations were analysed after 30, 60 and 65 days (60 days followed by exposure to air for five additional days). In vitro digestibility was analysed for 30 and 60 days. Compared with the other treatments, selected LAB a214, a214 combined with either C or CB, and Chikuso-1 had the decreased (P<0.001) pH and increased (P<0.001) lactic acid concentrations during the ensiling process, and there were no differences (P>0.05) among them. Fiber degradation was not significant (Pâ‰¥0.054) in any C or CB treatments. The a214 treatment showed the highest (P=0.009) in vitro digestibility of dry matter (595.0 g kgâˆ’1 DM) after ensiling and the highest abundance of Lactobacillus (69.42 and 79.81%, respectively) on days 60 and 65, compared to all of other treatments. Overall, the silage quality of alfalfa was improved with the addition of a214, which indicates its potential as an alfalfa silage inoculant.",https://doi.org/10.1016/S2095-3119(18)62060-X,alfalfa silage;cellulase;fermentation quality;digestibility;lactic acid bacteria
398100141,Role of microalgae-bacterial consortium in wastewater treatment: A review,2024,Journal of Environmental Management,"Li, Lixin and Chai, Wei and Sun, Caiyu and Huang, Linlin and Sheng, Tao and Song, Zhiwei and Ma, Fang","In the global effort to reduce CO2 emissions, the concurrent enhancement of pollutant degradation and reductions in fossil fuel consumption are pivotal aspects of microalgae-mediated wastewater treatment. Clarifying the degradation mechanisms of bacteria and microalgae during pollutant treatment, as well as regulatory biolipid production, could enhance process sustainability. The synergistic and inhibitory relationships between microalgae and bacteria are introduced in this paper. The different stimulators that can regulate microalgal biolipid accumulation are also reviewed. Wastewater treatment technologies that utilize microalgae and bacteria in laboratories and open ponds are described to outline their application in treating heavy metal-containing wastewater, animal husbandry wastewater, pharmaceutical wastewater, and textile dye wastewater. Finally, the major requirements to scale up the cascade utilization of biomass and energy recovery are summarized to improve the development of biological wastewater treatment.",https://doi.org/10.1016/j.jenvman.2024.121226,Microalgal-bacterial interrelationship;Signaling molecules;Nutrient stress;Lipid production;Open ponds
398100151,State of art of valorising of diverse potential feedstocks for the production of alcohols and ethers: Current changes and perspectives,2022,Chemosphere,"Shenbagamuthuraman, V. and Patel, Adamya and Khanna, Shaurya and Banerjee, Eleena and Parekh, Shubh and Karthick, C. and Ashok, B. and Velvizhi, G. and Nanthagopal, K. and Ong, Hwai Chyuan","Alcohols could be the biggest factor for the improvement of world biofuel economy in the present century due to their excellent properties compared to petroleum products. The primary concerns of sustainable alcohol production for meeting the growing energy demand owing to the selection of viable feedstock and this might enhance the opportunities for developing numerous advanced techniques. In this review, the valorization of alcohol production from several production routes has been exposed by covering the traditional routes to the present state of the art technologies. Even though the fossil fuel conversion could be dominant method for methanol production, many recent innovations like photo electrochemical synthesis and electrolysis methods might play vital role in production of renewable methanol in future. There have been several production routes for production of ethanol and among which the fermentation of lignocellulose biomass would be the ultimate choice for large scale shoot up. The greenhouse gas recovery in the form of alcohols through electrochemistry technique and hydrogenation method are the important methods for commercialization of alcohols in future. It is also observed that algae based renewable bio-alcohols is highly influenced by carbohydrate content and sustainable approaches in algae conversion to bio-alcohols would bring greater demand in future market. There is a lack of innovation in higher alcohols production in single process and this could be bounded by combining dehydrogenation and decarboxylation techniques. Finally, this review enlists the opportunities and challenges of existing alcohols production and recommended the possible routes for making significant enhancement in production.",https://doi.org/10.1016/j.chemosphere.2021.131587,Valorization;Alcohol production;Biofuels;Alternative energy;Environmental sustainability;Fermentation
398100158,Semi-continuous anaerobic co-digestion of marine microalgae with potato processing waste for methane production,2019,Journal of Environmental Chemical Engineering,"Zhang, Yanghanzi and Caldwell, Gary S. and Sallis, Paul J.","The feasibility of using potato processing waste (PPW) as a co-substrate for co-digestion with a marine microalga (Tisochrysis lutea) was evaluated during semi-continuous co-digestion studies, in which the effects of digester start-up strategy (fed, and unfed) and PPW type (potato discarded parts, PPWdp; potato peel, PPWp) were examined. Results showed that methane yields were significantly affected by the start-up strategies used, with semi-continuous digesters that were immediate fed with 100% PPWdp or PPWp (fed start-up) showing significantly enhanced methane yields (337â€“374â€‰mL CH4/g VS) compared to the digesters that were not initially fed either of these substrates (318â€“328â€‰mL CH4/g VS). Co-digestion of T. lutea with PPWdp produced higher methane yields (328â€“374â€‰mL CH4/g VS) than co-digestion with PPWp (318â€“337â€‰mL CH4/g VS), but both feedstocks exhibited good potential for co-digestion with T. lutea. In addition, the fed start-up strategy and T. lutea co-digesting with PPWdp supported a high relative abundance of Methanosarcina. Overall, co-digestion with PPW could be a feasible method to reduce inhibition and enhance methane production when using marine microalgae as a feedstock for biogas production.",https://doi.org/10.1016/j.jece.2019.102917,Anaerobic co-digestion;Microalgae;;Potato processing waste;Start-up strategy;Methanogenic archaea
398100164,Progress in microbial biomass conversion into green energy,2021,Chemosphere,"Wang, Yacheng and {Van Le}, Quyet and Yang, Han and Lam, Su Shiung and Yang, Yafeng and Gu, Haiping and Sonne, Christian and Peng, Wanxi","The increase in global population size over the past 100 decades has doubled the requirements for energy resources. To mitigate the limited fossil fuel available, new clean energy sources being environmental sustainable for replacement of traditional energy sources are explored to supplement the current scarcity. Biomass containing lignin and cellulose is the main raw material to replace fossil energy given its abundance and lower emission of greenhouse gases and NOx when transformed into energy. Bacteria, fungi and algae decompose lignocellulose leading to generation of hydrogen, methane, bioethanol and biodiesel being the clean energy used for heating, power generation and the automobile industry. Microbial Fuel Cell (MFC) uses microorganisms to decompose biomass in wastewater to generate electricity and remove heavy metals in wastewater. Biomass contains cellulose, hemicellulose, lignin and other biomacromolecules which need hydrolyzation for conversion into small molecules by corresponding enzymes in order to be utilized by microorganisms. This paper discusses microbial decomposition of biomass into clean energy and the five major ways of clean energy production, and its economic benefits for future renewable energy security.",https://doi.org/10.1016/j.chemosphere.2021.130835,Biomass;Green energy;Microorganism;Pretreatment;Fermentation
398100168,Exploring the mechanism of membrane fouling alleviation with furanone and its derivatives addition as quorum sensing inhibitors,2024,Chemical Engineering Journal,"Wang, Kanming and Lu, Shihuan and Wang, Yajing and Zeng, Xiaoyun and Zhang, Zehan and Lian, Xiran and Wang, Hongyu","Membrane fouling is still the primary bottleneck issue for the widespread application of anaerobic membrane bioreactor (AnMBR) and quorum quenching (QQ) strategy is one of the feasible approaches for its fouling alleviation. In this study, 2(5H)-furanone was applied as an efficient, cost-effective and non-toxic QSI in a laboratory-scale AnMBR, achieving not only a doubled membrane filtration cycle length but also ensuring relatively stable treatment performance and enhanced methane production. The retarded membrane fouling could result from reduced soluble microbial product (SMP) and extracellular polymer substance (EPS) concentration, decreased by 13.6Â % and 26.8Â % compared with that in conventional AnMBR. Meanwhile, the biocake morphology also suggest reduced biofilm thickness and less organic deposition on the QQ-AnMBR. The microbial diversity analyses indicated that 2(5H)-furanone addition can accumulate the fermentative and acetogenic bacteria (Propioniciclava, Longilinea and norank_f__Anaerolineaceae in both sludge mix suspensions and biocake) and methanogens (Methanosaeta in bulk sludge, Methanosaeta and Methanobacterium in the biocakes), improving the anaerobic process in AnMBR. Moreover, the relative abundance of norank_f__norank_o__SJA-15, a typical filamentous bacterium and fouling-related microbe, significantly reduced after 2(5H)-furanone addition in the bulk sludge of QQ-AnMBR. Additionally, this study elucidated the membrane fouling control mechanism by 2(5H)-furanone addition through metagenomic and molecular docking analyses. Results indicate that 2(5H)-furanone may control membrane fouling mainly through quorum sensing processes inhibition by (i) competition of 2(5H)-furanone and acyl-homoserine lactones (AHLs) for binding sites on QS receptor proteins, and (ii) quorum quenching with increased lactone enzymes abundance and decreased AHLs concentration. These findings offer valuable insights that can significantly contribute to the advancement of this technology with membrane fouling control.",https://doi.org/10.1016/j.cej.2024.153157,Quorum quenching;AnMBR;Biofouling;Furanone;Quorum sensing;Metagenomic sequencing analyses
398100170,"Influence of biodegradable polybutylene succinate and non-biodegradable polyvinyl chloride microplastics on anammox sludge: Performance evaluation, suppression effect and metagenomic analysis",2021,Journal of Hazardous Materials,"Tang, Linqin and Su, Chengyuan and Chen, Yu and Xian, Yunchuan and Hui, Xinyue and Ye, Ziyu and Chen, Menglin and Zhu, Fenghua and Zhong, He","Microplastics (MPs) has been widely detected in wastewater treatment plants. However, there is a lack of research on its influence on anaerobic ammonia oxidation (anammox) process. Therefore, the effects of polybutylene succinate (PBS) and polyvinyl chloride (PVC) MPs on the nitrogen removal performance, microbial community and metabolites of anammox sludge were investigated. Results showed that PBS and PVC MPs reduced the nitrite removal efficiency of the anammox sludge, and PVC1 (0.1 g/L PVC) group was the most significant at 19.2 %. Fourier transform infrared (FTIR) and X-ray photoelectron spectroscopy (XPS) spectra showed that PBS2 (0.5 g/L PBS) group increased the polysaccharide content in the anammox sludge. This may be because of the byproduct, which was produce during the biodegradation of PBS MPs, and decrease the agglomeration capacity of sludge, so as to increase the mass transfer. PBS2 group reduced the relative abundance of Methanosaeta (10.18 %) and the methane modules, and stimulated the anammox bacteria Ca. Brocadia (1.17 %) and the relative nitrogen metabolism modules. PVC2 group reduced the relative abundance of Ca. Brocadia (3.02 %), while was enriched Methanosaeta (2.1 %). Non-biodegradable PVC MPs was more harmful to anammox sludge, which would draw attention to the entry of PVC MPs into the anammox system.",https://doi.org/10.1016/j.jhazmat.2020.123337,Anammox;Polybutylene succinate;Polyvinyl chloride;Nitrogen metabolism;Metagenomics
398100173,Effect of long residence time and high temperature over anaerobic biodegradation of Scenedesmus microalgae grown in wastewater,2018,Journal of Environmental Management,"Greses, S. and Zamorano-LÃ³pez, N. and BorrÃ¡s, L. and Ferrer, J. and Seco, A. and Aguado, D.","Anaerobic digestion of indigenous Scenedesmus spp. microalgae was studied in continuous lab-scale anaerobic reactors at different temperatures (35â€¯Â°C and 55â€¯Â°C), and sludge retention time â€“ SRT (50 and 70 days). Mesophilic digestion was performed in a continuous stirred-tank reactor (CSTR) and in an anaerobic membrane bioreactor (AnMBR). Mesophilic CSTR operated at 50 days SRT only achieved 11.9% of anaerobic biodegradability whereas in the AnMBR at 70 days SRT and 50 days HRT reached 39.5%, which is even higher than the biodegradability achieved in the thermophilic CSTR at 50 days SRT (30.4%). Microbial analysis revealed a high abundance of cellulose-degraders in both reactors, AnMBR (mainly composed of 9.4% Bacteroidetes, 10.1% Chloroflexi, 8.0% Firmicutes and 13.2% Thermotogae) and thermophilic CSTR (dominated by 23.8% Chloroflexi and 12.9% Firmicutes). However, higher microbial diversity was found in the AnMBR compared to the thermophilic CSTR which is related to the SRT. since high SRT promoted low growth-rate microorganisms, increasing the hydrolytic potential of the system. These results present the membrane technology as a promising approach to revalue microalgal biomass, suggesting that microalgae biodegradability and consequently the methane production could be improved operating at higher SRT.",https://doi.org/10.1016/j.jenvman.2018.04.086,Anaerobic digestion;Biodegradability;Membrane technology;Microalgae;Microbial analysis;spp
398100175,"Hydrochar prepared from digestate improves anaerobic co-digestion of food waste and sewage sludge: Performance, mechanisms, and implication",2022,Bioresource Technology,"Xu, Qiuxiang and Luo, Liwen and Li, Dongyi and Johnravindar, Davidraj and Varjani, Sunita and Wong, Jonathan W.C. and Zhao, Jun","This work reported a new waste functionalization and utilization method, which use digestate to prepare hydrochar to improve methane production from food waste (FW) and sewage sludge (SS). Experimental results presented that 10Â g/L hydrochar obtained the cumulative methane production of 133.11Â Â±Â 1.18Â mL/g volatile solids added, 26.99Â % higher than that without hydrochar addition. By monitoring the conversion of model metabolic intermediates, 10Â g/L hydrochar was determined to favor hydrolysis, acidogenesis and methonogenesis bio-processes involved in methane production, thus improving the degradation of solubilized organics and consumption of short-chain fatty acids (SCFAs) during the co-digestion. Microbial investigation revealed that 10Â g/L hydrochar enriched the microbes relevant to methane production (e.g., Methanosaeta and Syntrophomonas), but reduced the abundances of hydrolysis- and acidogenesis-related microbes (e.g., Acinetobacter). This hydrochar-based preparation and utilization strategy might offer a novel paradigm for waste-control-waste, bringing economic and environmental benefits.",https://doi.org/10.1016/j.biortech.2022.127765,Hydrochar;Waste-control-waste;Co-digestion;Methane;Digestate dewaterability
398100181,"Solid-state anaerobic co-digestion of highland barley straw, food waste, and yak manure:Co-digestion performances and microbial characteristics analysis",2025,Renewable Energy,"Bao, Rui and Feng, Jiaqi and Feng, Wenli and Li, Xiujin and Lu, Xuebin and Zuo, Xiaoyu and Liu, Rufei and Yuan, Hairong","Co-digestion performances and microbial characteristics were investigated at solid-state anaerobic co-digestion system for highland barley straw (HBS), food waste (FW) and yak manure (YM). The different mixing ratios of HBS, FW, and YM were set according to the total solid content of different substrates. The results showed that the highest methane was 465.9Â mL/g VS when the ratio of HBS:FW:YM was 0:5:1(HFY051), which was 4.5Â %â€“102.6Â % higher than those of co-digestion groups, HBS, and YM. The synergistic effect of co-digestion for different substrates contributed 6.3Â %â€“123.1Â % to improving methane yields in the first 25 days. Clostridium_sensu_stricto 1 and Fastidiosipila were the key bacterials and Methanosarcina and Methanobacterium were dominant methanogens at genus levels for different experimental groups. LEfSe indicated that 26 species have a great impact on co-digestion experimental groups. Therefore, solid-state anaerobic co-digestion of HBS, FW, and YM could improve the co-digestion performances and achieve higher methane yield.",https://doi.org/10.1016/j.renene.2025.123504,Solid-state anaerobic co-digestion;Highland barley straw;Food waste;Yak manure;Microbial community
398100182,Lipid-extraction of Tribonema minus avoids foaming facilitating anaerobic co-digestion with molasses vinasse,2024,Journal of Cleaner Production,"Chen, Xinqiang and Jiang, Qiong and Cui, Yunwei and Deng, Hongyu and Mao, Huipeng and Wang, Zhiyuan and Huang, Luodong and Shen, Peihong","Tribonema minus, a filamentous microalgae, has great potential as an anaerobic digestion (AD) substrate, owing to its relatively low cultivation and harvesting costs. This is the first study to explore the effect of T. minus as an anaerobic co-digestion (AcoD) substrate with molasses vinasse (MV). To analyze the potential effects of the structure and composition of T. minus on the AD process, we conducted batch and semi-continuous AD using simple dehydrated T. minus (Fresh T. minus, FTR) and lipid-extracted and pulverized T. minus (Pretreated-T. minus, PTR). The results showed that the maximum methane production potential of FTR was 158.9Â Â±Â 2.9Â mL CH4 gâˆ’1 VS, which was reduced by 25% after pretreatment. However, the methane production potential increased by 18% in the batch AcoD with MV. Meanwhile, FTR led to the accumulation of fatty acids and lipids, including palmitic acid, in semi-continuous AcoD with MV. Lipid accumulation further increased the polysaccharide and protein content in the extracellular polymeric substances, resulting in a decrease in liquid surface tension and an increase in foam formation, which ultimately led to a decrease in methane production potential and soluble chemical oxygen demand removal rate. Microbial community analysis demonstrated that PTR effectively mitigated the inhibitory effects caused by filamentous microalga (FM). Our results further elucidated the potential mechanism of foam formation during the AD of FTR and revealed that pretreatment can lead to effective recovery of products from T. minus while promoting methane production potential and optimizing the microbial community composition during AcoD. Therefore, our study provides novel insights into the utilization of FM.",https://doi.org/10.1016/j.jclepro.2024.141660,Filamentous microalga;;Molasses vinasse;Anaerobic co-digestion;Foaming;Microbial community
398100183,Semi-continuous methane production from undiluted brown algae using a halophilic marine microbial community,2016,Bioresource Technology,"Miura, Toyokazu and Kita, Akihisa and Okamura, Yoshiko and Aki, Tsunehiro and Matsumura, Yukihiko and Tajima, Takahisa and Kato, Junichi and Nakashimada, Yutaka","Acclimated marine sediment-derived culture was used for semi-continuous methane production from materials equivalent to raw brown algae, without dilution of salinity and without nutrient supply, under 3 consecutive conditions of varying organic loading rates (OLRs) and hydraulic retention time (HRT). Methane production was stable at 2.0gVS/kg/day (39-day HRT); however, it became unstable at 2.9gVS/kg/day (28-day HRT) due to acetate and propionate accumulation. OLR subsequently decreased to 1.7gVS/kg/day (46-day HRT), stabilizing methane production beyond steady state. Methane yield was above 300mL/g VS at all OLRs. These results indicated that the acclimated marine sediment culture was able to produce methane semi-continuously from raw brown algae without dilution and nutrient supply under steady state. Microbial community analysis suggested that hydrogenotrophic methanogens predominated among archaea during unstable methane production, implying a partial shift of the methanogenic pathway from acetoclastic methanogenesis to acetate oxidation.",https://doi.org/10.1016/j.biortech.2015.10.090,Semi-continuous methane production;Brown algae;Undiluted conditions;Microbial community
398100186,"Anaerobic co-digestion of chicken manure and microalgae Chlorella sp.: Methane potential, microbial diversity and synergistic impact evaluation",2017,Waste Management,"Li, Ruirui and Duan, Na and Zhang, Yuanhui and Liu, Zhidan and Li, Baoming and Zhang, Dongming and Dong, Taili","Anaerobic digestion (AD) is a promising alternative for livestock manure management. This paper presents the experimental results obtained through a batch experiment by using chicken manure (CM) and microalgae Chlorella sp. as co-substrates. The effect of co-digestion was evaluated by varying CM to Chlorella sp. ratios (0:10, 2:8, 4:6, 6:4, 8:2, 10: 0 based on the volatile solids (VS)). The major objective of this study is to evaluate the feasibility and synergistic impact of co-digestion of CM and Chlorella sp. Enhanced 14.20% and 76.86% methane production than CM and Chlorella sp. mono-digestion respectively was achieved in co-digestion at the ratio 8:2. In addition, the co-digestion at the ratio 8:2 showed significantly higher methane yield than the weighted average of the individual substratesâ€™ specific methane yield (WSMY), indicating strong synergy effect. The Illumina Miseq sequencing analysis showed that the AD process suppressed the acetoclastic methanogenesis Methanosaeta content; but partly enhanced hydrogenotrophic methanogenesis Methanosarcina, Methanospirillum and Methanobacterium, which was responsible for the methane production. The pre-treated microalgae was then introduced at the optimal ratio 8:2 to estimate the effect of pre-treatment of microalgae on AD process. However, the pre-treatment exhibited no positive effect.",https://doi.org/10.1016/j.wasman.2017.06.028, sp.;Chicken manure;Co-digestion;Methane;Microbial diversity;Synergistic impact
398100194,Technologies integration towards bio-fuels production: A state-of-the-art review,2022,Applications in Energy and Combustion Science,"Tao, Junyu and Ge, Yadong and Liang, Rui and Sun, Yunan and Cheng, Zhanjun and Yan, Beibei and Chen, Guanyi","Biomass is concerned as a most promising alternative energy resource. There are a number of biomass utilization technologies, most of which can be classified to either biological technology or thermo-chemical technology. Both have their specific bottleneck problems. Individual technology is currently almost reaching the ceiling, and technologies integration is thus proposed to make up drawbacks of individual technology with synergy effect. Technologies integration towards bio-fuels production include integration of biological technologies (e.g. algae cultivation from anaerobic digestate, secondary digestion of anaerobic digestate, anaerobic digestion of aerobic digestate, etc.), integration of thermo-chemical technologies (e.g. hydrodeoxygenation of bio-oils, steam reforming of fast bio-oils, cascade pyrolysis, etc.), and integration of biological technologies with thermo-chemical technologies (e.g. gasification of anaerobic digestate, pyrolysis of anaerobic digestate, carbonization of anaerobic digestate etc.). a comprehensive review concerning the state-of-the-art conceptual designs of technologies integration as well as their performances is urgently needed. Accordingly, this paper critically reviews: (1) State-of-the-art conceptual designs of integrated bio-fuel production systems; (2) Overall evaluation of different integrated technologies; (3) Insightful discussion on the future perspectives in this field. Concerning carbon conversion as an overall indicator for the performance of different technologies, it was found that the average carbon conversions were 70.71%, 75.29%, and 70.44% for integration of biological technologies, integration of thermo-chemical technologies, and integration of biological technologies with thermo-chemical technologies, respectively. This review is hoped to be beneficial for promoting future development of integrated bio-fuels production technologies.",https://doi.org/10.1016/j.jaecs.2022.100070,
398100200,Vetiver and Dictyosphaerium sp. co-culture for the removal of nutrients and ecological inactivation of pathogens in swine wastewater,2019,Journal of Advanced Research,"Xinjie, Wang and Xin, Ni and Qilu, Cheng and Ligen, Xu and Yuhua, Zhao and Qifa, Zhou","Swine wastewater poses chemical and biological risks because it contains high concentrations of ammonia and diverse species of pathogens. Herein, a vetiver-Dictyosphaerium sp. co-culture for the rapid removal of ammonia and the effective inactivation of pathogens was developed. Plants and microalgae benefited mutually and co-utilized the nutrients in the wastewater in the co-culture. The pathogens were inactivated by reactive oxygen species that were released by the microalgae as well as the supersaturated concentrations of dissolved oxygen in the enclosed bioreactor. In a greenhouse experiment, the time required for wastewater NH4-N to decrease from 102â€¯mgâ€¯Lâˆ’1 to 5â€¯mgâ€¯Lâˆ’1 was 65.5â€¯days, 34.2â€¯days, and 13.3â€¯days in the plant culture, the algal culture, and the plant-algal co-culture, respectively. Among the 35 detected genera of bacteria, the operational taxonomic units for 31 tended to decrease with culture time in the plant-algal co-culture. Additionally, certain bacteria (e.g., Escherichia spp.) were completely removed by day 9 or 15, and the aerobic phototrophic bacterium Erythromicrobium spp. became most abundant on day 15 in the plant-algal co-culture. Important positive interactions that were observed between plants and microalgae included co-utilization of the nutrients, wastewater acidification through plant root respiration and algal growth with reduced ammonia toxicity, algal depletion of bicarbonate and alleviation of bicarbonate toxicity to plants, and release of oxygen from algal photosynthesis and plant growth with reduced hypoxic stress.",https://doi.org/10.1016/j.jare.2019.05.004,Swine wastewater;Nutrients;Pathogen;Vetiver;;Co-culture
398100201,Microbial community dynamics in mesophilic anaerobic co-digestion of mixed waste,2011,Bioresource Technology,"Supaphol, Savaporn and Jenkins, Sasha N. and Intomo, Pichamon and Waite, Ian S. and Oâ€™Donnell, Anthony G.","This paper identifies key components of the microbial community involved in the mesophilic anaerobic co-digestion (AD) of mixed waste at Rayong Biogas Plant, Thailand. The AD process is separated into three stages: front end treatment (FET); feed holding tank and the main anaerobic digester. The study examines how the microbial community structure was affected by the different stages and found that seeding the waste at the beginning of the process (FET) resulted in community stability. Also, co-digestion of mixed waste supported different bacterial and methanogenic pathways. Typically, acetoclastic methanogenesis was the major pathway catalysed by Methanosaeta but hydrogenotrophs were also supported. Finally, the three-stage AD process means that hydrolysis and acidogenesis is initiated prior to entering the main digester which helps improve the bioconversion efficiency. This paper demonstrates that both resource availability (different waste streams) and environmental factors are key drivers of microbial community dynamics in mesophilic, anaerobic co-digestion.",https://doi.org/10.1016/j.biortech.2010.11.124,Mesophilic anaerobic digestion;Municipal solid waste (MSW);Denaturing gradient gel electrophoresis (DGGE);Microbial community structure;Canonical correspondence analysis (CCA)
398100202,Effect of humic acids on the activity of pure and mixed methanogenic cultures,2017,Biomass and Bioenergy,"Khadem, Ahmad F. and Azman, Samet and Plugge, Caroline M. and Zeeman, Grietje and {van Lier}, Jules B. and Stams, Alfons J.M.","The impact of humic acid (HA) on methanogenic activity was investigated. Methanogenic crushed granular sludge and pure cultures of mesophilic methanogens were incubated in batch cultures with HA. Initial methane production rates and substrate consumption rates were quantified. In the presence of 1Â kgÂ mâˆ’3Â HA, the methane production rate of all hydrogenotrophic methanogens was inhibited by more than 75%, except Methanospirillum hungatei that was not inhibited up to 5Â kgÂ mâˆ’3Â HA. The acetoclastic Methanosarcina barkeri was completely inhibited by HA â‰¥1Â kgÂ mâˆ’3. However, Methanosaeta concilii was only slightly affected by HA up to 3Â kgÂ mâˆ’3. When methanogenic granular sludge was incubated with HA, the specific methanogenic activity (SMA) tests showed less inhibition, when compared to the pure cultures of methanogens. The SMA test with H2/CO2, formate and acetate showed reduced initial methane production rate of 42%, 23% and 40%, respectively. Differences in HA susceptibility were explained by differences in cell wall structure.",https://doi.org/10.1016/j.biombioe.2017.02.012,Methanogenesis;Humic acid;Inhibition;Activity tests;Anaerobic sludge
398100204,Boosting methane generation by co-digestion of sludge with fruit and vegetable waste: Internal environment of digester and methanogenic pathway,2015,Waste Management,"{Di Maria}, Francesco and Barratta, Martino","The effects of anaerobic co-digestion of waste-mixed sludge with fruit and vegetable waste (FVW) on the methane generation of a mesophilic digester was investigated. Organic loading rates (OLR) were 1.46kgVS/m3day, 2.1kgVS/m3day and 2.8kgVS/m3day. Increase in the OLR due to FVW co-digestion caused modification of the internal environment of the digester, mainly in terms of N-NH4 (mg/L). Corresponding microbial populations were investigated by metagenomic high-throughput sequencing. Maximum specific bio-methane generation of 435 NLCH4 per kgVS feed was achieved for an OLR of 2.1kgVS/m3day, which corresponded to a biomethane generation per kgVS removed of about 1700 NLCH4. In these conditions the methanogenic pathway was dominated by aceticlastic Methanosaeta and hydrogenotrophic/aceticlastic Methanoscarcinae. Ammonia concentration in the digester resulted a key parameter for enhancing syntrophic acetate oxidation, enabling a balanced aceticlastic and hydrogenotrophic/aceticlastic methanogenic pathway.",https://doi.org/10.1016/j.wasman.2015.06.007,Ammonium;Anaerobic co-digestion;Fruit and vegetable waste;Methane;Microbial population;Sludge
398100208,Graphene enhanced detoxification of wastewater rich 4-nitrophenol in multistage anaerobic reactor followed by baffled high-rate algal pond,2022,Journal of Hazardous Materials,"Tawfik, Ahmed and Hasanan, Khaled and Abdullah, Mahmoud and Badr, Omnia A. and Awad, Hanem M. and Elsamadony, Mohamed and El-Dissouky, Ali and Qyyum, Muhammad Abdul and Nizami, Abdul-Sattar","The presence of 4-nitrophenol (4-NP) in the wastewater industry causes toxicity and inhibition of the anaerobic degrading bacteria. The anaerobes in the multistage anaerobic reactor were loaded by 30.0Â mg/gVS Graphene nanoparticles (MAR-Gn) as an electron acceptor to detoxify wastewater industry. The half maximal inhibitory concentration (IC50) was reduced from 455Â Â±Â 22.5 to 135Â Â±Â 12.7Â Î¼g Gallic acid equivalent/mL at 4-NP loading rate of 47.9Â g/m3d. Furthermore, 4-NP was decreased by a value of 83.7Â Â±Â 4.9% in MAR-Gn compared to 65.6Â Â±Â 4.8% in control MAR. The 4-aminophenol (4-AP) recovery was accounted for 44.8% in the MAR-Gn at an average oxidation-reduction potential (ORP) of âˆ’Â 167.3Â Â±Â 21.2Â mV. The remaining portions of 4-NP and 4-AP in the MAR-Gn effluent were efficiently removed by baffled high rate algal pond (BHRAP), resulting in overall removal efficiency of 91.6Â Â±Â 6.3 and 92.3Â Â±Â 4.6%, respectively. The Methanosaeta (52.9%) and Methanosphaerula (10.9%) were dominant species in MAR-Gn for reduction of 4-NP into 4-AP. Moreover, Chlorophyta cells (Chlorella vulgaris, Scenedesmus obliquus, Scenedesmus quadricauda and Ulothrix subtilissima were abundant in the BHRAP for complete degradation of 4-NP and 4-AP.",https://doi.org/10.1016/j.jhazmat.2021.127395,Wastewater industry;4-nitrophenol;Graphene nanoparticles;Algal species;4-amino-phenol
398100210,Rumen anaerobic fungi create new opportunities for enhanced methane production from microalgae biomass,2017,Algal Research,"Aydin, Sevcan and YÄ±ldÄ±rÄ±m, Elif and Ince, Orhan and Ince, Bahar","The aim of this study was to investigate the effects of bioaugmentation with anaerobic rumen fungi at varied ratios of inoculums on the performance of anaerobic digesters of microalgae biomass for increasing methane production. Anaerobic rumen fungi, Anaeromyces, Neocallimastix, Orpinomyces and Piromyces, were used in this study and have groups of genes that originate from bacteria by the way of horizontal gene transfer. The results imply that rumen fungi improved the fermentation and degradation of microalgae biomass because they fostered cell wall degradation while methane production increased of 41% because of bioaugmentation with rumen fungi during anaerobic processes. Overall, the findings here indicate that bioaugmentation with a combination of rumen fungi in anaerobic process can represent an appropriate alternative to the use of chemical pre-treatments of microalgae biomass. Thus, anaerobic rumen fungi have promise for enhancing biogas production from different microalgae and macroalgae species and also various lignocellulosic substrates.",https://doi.org/10.1016/j.algal.2016.12.016,Microalgae;Anaerobic digestion;Rumen fungi;Biogas production;Bioaugmentation;Microbial community
